,id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2445,2977438,TH4,2018-04-28 09:00:00,6.8,18.3,,,,
2446,2977439,ST5,2018-04-28 09:00:00,7.0,13.0,40.9,,,
2447,2977440,RB7,2018-04-28 09:00:00,9.0,6.4,,,,
2448,2977441,TD5,2018-04-28 09:00:00,7.6,,,,,
0,2970347,dongsi_aq,2018-04-23 00:00:00,14.0,29.0,36.0,0.4,49.0,2.0
1,2970348,tiantan_aq,2018-04-23 00:00:00,12.0,35.0,49.0,0.6,46.0,3.0
2,2970349,guanyuan_aq,2018-04-23 00:00:00,18.0,29.0,57.0,0.5,31.0,2.0
3,2970350,wanshouxigong_aq,2018-04-23 00:00:00,18.0,,33.0,0.6,55.0,2.0
4,2970351,aotizhongxin_aq,2018-04-23 00:00:00,20.0,27.0,46.0,0.4,39.0,2.0
5,2970352,nongzhanguan_aq,2018-04-23 00:00:00,18.0,24.0,37.0,0.5,45.0,2.0
6,2970353,wanliu_aq,2018-04-23 00:00:00,17.0,24.0,38.0,0.4,40.0,2.0
7,2970354,beibuxinqu_aq,2018-04-23 00:00:00,17.0,32.0,61.0,0.5,5.0,2.0
8,2970355,zhiwuyuan_aq,2018-04-23 00:00:00,,,,,,
9,2970356,fengtaihuayuan_aq,2018-04-23 00:00:00,25.0,26.0,46.0,0.5,47.0,2.0
10,2970357,yungang_aq,2018-04-23 00:00:00,,,,,,
11,2970358,gucheng_aq,2018-04-23 00:00:00,16.0,29.0,45.0,0.5,49.0,2.0
12,2970359,fangshan_aq,2018-04-23 00:00:00,17.0,33.0,54.0,0.5,38.0,2.0
13,2970360,daxing_aq,2018-04-23 00:00:00,17.0,30.0,44.0,0.3,42.0,2.0
14,2970361,yizhuang_aq,2018-04-23 00:00:00,14.0,14.0,44.0,0.5,55.0,2.0
15,2970362,tongzhou_aq,2018-04-23 00:00:00,17.0,22.0,35.0,0.4,60.0,2.0
16,2970363,shunyi_aq,2018-04-23 00:00:00,17.0,19.0,18.0,0.6,81.0,4.0
17,2970364,pingchang_aq,2018-04-23 00:00:00,13.0,21.0,34.0,0.4,22.0,2.0
18,2970365,mentougou_aq,2018-04-23 00:00:00,18.0,28.0,25.0,0.4,52.0,2.0
19,2970366,pinggu_aq,2018-04-23 00:00:00,24.0,,24.0,0.7,44.0,6.0
20,2970367,huairou_aq,2018-04-23 00:00:00,20.0,,21.0,0.6,66.0,2.0
21,2970368,miyun_aq,2018-04-23 00:00:00,15.0,21.0,13.0,0.4,88.0,2.0
22,2970369,yanqin_aq,2018-04-23 00:00:00,21.0,26.0,22.0,0.4,51.0,2.0
23,2970370,dingling_aq,2018-04-23 00:00:00,19.0,26.0,10.0,0.3,38.0,2.0
24,2970371,badaling_aq,2018-04-23 00:00:00,26.0,61.0,60.0,0.3,16.0,2.0
25,2970372,miyunshuiku_aq,2018-04-23 00:00:00,17.0,19.0,13.0,0.4,79.0,3.0
26,2970373,donggaocun_aq,2018-04-23 00:00:00,13.0,,2.0,0.3,58.0,2.0
27,2970374,yongledian_aq,2018-04-23 00:00:00,27.0,,45.0,0.6,44.0,2.0
28,2970375,yufa_aq,2018-04-23 00:00:00,18.0,20.0,27.0,0.4,54.0,2.0
29,2970376,liulihe_aq,2018-04-23 00:00:00,13.0,19.0,20.0,0.4,37.0,2.0
30,2970377,qianmen_aq,2018-04-23 00:00:00,3.0,24.0,44.0,0.5,48.0,2.0
31,2970378,yongdingmennei_aq,2018-04-23 00:00:00,15.0,25.0,91.0,0.6,41.0,5.0
32,2970379,xizhimenbei_aq,2018-04-23 00:00:00,29.0,38.0,74.0,0.5,21.0,2.0
33,2970380,nansanhuan_aq,2018-04-23 00:00:00,16.0,40.0,69.0,0.6,30.0,2.0
34,2970381,dongsihuan_aq,2018-04-23 00:00:00,17.0,49.0,66.0,0.4,28.0,2.0
35,2970403,dongsi_aq,2018-04-23 01:00:00,15.0,29.0,37.0,0.4,51.0,2.0
36,2970404,tiantan_aq,2018-04-23 01:00:00,19.0,34.0,55.0,0.6,40.0,3.0
37,2970405,guanyuan_aq,2018-04-23 01:00:00,27.0,38.0,66.0,0.6,22.0,2.0
38,2970406,wanshouxigong_aq,2018-04-23 01:00:00,16.0,34.0,40.0,0.6,45.0,2.0
39,2970407,aotizhongxin_aq,2018-04-23 01:00:00,22.0,28.0,51.0,0.4,37.0,2.0
40,2970408,nongzhanguan_aq,2018-04-23 01:00:00,17.0,24.0,46.0,0.6,36.0,2.0
41,2970409,wanliu_aq,2018-04-23 01:00:00,19.0,34.0,39.0,0.5,36.0,2.0
42,2970410,beibuxinqu_aq,2018-04-23 01:00:00,16.0,39.0,54.0,0.5,15.0,2.0
43,2970411,zhiwuyuan_aq,2018-04-23 01:00:00,,,,,,
44,2970412,fengtaihuayuan_aq,2018-04-23 01:00:00,22.0,37.0,53.0,0.6,34.0,2.0
45,2970413,yungang_aq,2018-04-23 01:00:00,,,,,,
46,2970414,gucheng_aq,2018-04-23 01:00:00,17.0,42.0,43.0,0.5,45.0,2.0
47,2970415,fangshan_aq,2018-04-23 01:00:00,17.0,50.0,52.0,0.5,42.0,2.0
48,2970416,daxing_aq,2018-04-23 01:00:00,20.0,40.0,43.0,0.3,37.0,2.0
49,2970417,yizhuang_aq,2018-04-23 01:00:00,16.0,20.0,41.0,0.5,59.0,2.0
50,2970418,tongzhou_aq,2018-04-23 01:00:00,17.0,26.0,43.0,0.4,53.0,2.0
51,2970419,shunyi_aq,2018-04-23 01:00:00,15.0,20.0,14.0,0.6,84.0,4.0
52,2970420,pingchang_aq,2018-04-23 01:00:00,14.0,16.0,32.0,0.4,40.0,2.0
53,2970421,mentougou_aq,2018-04-23 01:00:00,16.0,20.0,23.0,0.4,65.0,2.0
54,2970422,pinggu_aq,2018-04-23 01:00:00,19.0,,18.0,0.6,56.0,6.0
55,2970423,huairou_aq,2018-04-23 01:00:00,15.0,,12.0,0.5,89.0,2.0
56,2970424,miyun_aq,2018-04-23 01:00:00,14.0,19.0,13.0,0.4,89.0,2.0
57,2970425,yanqin_aq,2018-04-23 01:00:00,20.0,21.0,24.0,0.4,55.0,2.0
58,2970426,dingling_aq,2018-04-23 01:00:00,3.0,,7.0,0.3,75.0,2.0
59,2970427,badaling_aq,2018-04-23 01:00:00,22.0,34.0,34.0,0.3,51.0,2.0
60,2970428,miyunshuiku_aq,2018-04-23 01:00:00,16.0,17.0,14.0,0.3,79.0,3.0
61,2970429,donggaocun_aq,2018-04-23 01:00:00,35.0,,2.0,0.3,31.0,2.0
62,2970430,yongledian_aq,2018-04-23 01:00:00,26.0,,41.0,0.6,52.0,2.0
63,2970431,yufa_aq,2018-04-23 01:00:00,25.0,32.0,32.0,0.4,48.0,2.0
64,2970432,liulihe_aq,2018-04-23 01:00:00,12.0,,22.0,0.4,48.0,2.0
65,2970433,qianmen_aq,2018-04-23 01:00:00,13.0,23.0,48.0,0.5,45.0,2.0
66,2970434,yongdingmennei_aq,2018-04-23 01:00:00,22.0,26.0,93.0,0.6,38.0,4.0
67,2970435,xizhimenbei_aq,2018-04-23 01:00:00,24.0,38.0,79.0,0.6,21.0,2.0
68,2970436,nansanhuan_aq,2018-04-23 01:00:00,18.0,48.0,64.0,0.5,30.0,2.0
69,2970437,dongsihuan_aq,2018-04-23 01:00:00,16.0,42.0,52.0,0.4,39.0,2.0
70,2970497,dongsi_aq,2018-04-23 02:00:00,17.0,25.0,35.0,0.4,59.0,2.0
71,2970498,tiantan_aq,2018-04-23 02:00:00,25.0,26.0,50.0,0.6,51.0,3.0
72,2970499,guanyuan_aq,2018-04-23 02:00:00,23.0,31.0,48.0,0.5,47.0,2.0
73,2970500,wanshouxigong_aq,2018-04-23 02:00:00,19.0,23.0,36.0,0.6,58.0,2.0
74,2970501,aotizhongxin_aq,2018-04-23 02:00:00,19.0,27.0,38.0,0.4,58.0,2.0
75,2970502,nongzhanguan_aq,2018-04-23 02:00:00,17.0,24.0,39.0,0.5,49.0,2.0
76,2970503,wanliu_aq,2018-04-23 02:00:00,7.0,,35.0,0.5,46.0,2.0
77,2970504,beibuxinqu_aq,2018-04-23 02:00:00,17.0,34.0,40.0,0.5,40.0,2.0
78,2970505,zhiwuyuan_aq,2018-04-23 02:00:00,,,,,,
79,2970506,fengtaihuayuan_aq,2018-04-23 02:00:00,23.0,36.0,45.0,0.5,45.0,2.0
80,2970507,yungang_aq,2018-04-23 02:00:00,,,,,,
81,2970508,gucheng_aq,2018-04-23 02:00:00,16.0,19.0,31.0,0.4,58.0,2.0
82,2970509,fangshan_aq,2018-04-23 02:00:00,20.0,52.0,43.0,0.5,50.0,2.0
83,2970510,daxing_aq,2018-04-23 02:00:00,18.0,46.0,37.0,0.3,45.0,2.0
84,2970511,yizhuang_aq,2018-04-23 02:00:00,7.0,23.0,39.0,0.5,64.0,2.0
85,2970512,tongzhou_aq,2018-04-23 02:00:00,17.0,30.0,33.0,0.4,64.0,2.0
86,2970513,shunyi_aq,2018-04-23 02:00:00,15.0,25.0,12.0,0.6,89.0,4.0
87,2970514,pingchang_aq,2018-04-23 02:00:00,14.0,15.0,11.0,0.3,76.0,2.0
88,2970515,mentougou_aq,2018-04-23 02:00:00,17.0,,18.0,0.3,78.0,2.0
89,2970516,pinggu_aq,2018-04-23 02:00:00,21.0,,28.0,0.7,47.0,6.0
90,2970517,huairou_aq,2018-04-23 02:00:00,13.0,,5.0,0.4,105.0,2.0
91,2970518,miyun_aq,2018-04-23 02:00:00,11.0,15.0,9.0,0.4,94.0,2.0
92,2970519,yanqin_aq,2018-04-23 02:00:00,22.0,38.0,36.0,0.4,45.0,2.0
93,2970520,dingling_aq,2018-04-23 02:00:00,13.0,,7.0,0.3,84.0,2.0
94,2970521,badaling_aq,2018-04-23 02:00:00,22.0,46.0,26.0,0.3,62.0,2.0
95,2970522,miyunshuiku_aq,2018-04-23 02:00:00,12.0,,9.0,0.3,97.0,3.0
96,2970523,donggaocun_aq,2018-04-23 02:00:00,25.0,,2.0,0.3,46.0,2.0
97,2970524,yongledian_aq,2018-04-23 02:00:00,23.0,,44.0,0.6,51.0,2.0
98,2970525,yufa_aq,2018-04-23 02:00:00,35.0,51.0,43.0,0.5,40.0,2.0
99,2970526,liulihe_aq,2018-04-23 02:00:00,26.0,28.0,20.0,0.4,59.0,2.0
100,2970527,qianmen_aq,2018-04-23 02:00:00,11.0,18.0,43.0,0.5,56.0,2.0
101,2970528,yongdingmennei_aq,2018-04-23 02:00:00,17.0,42.0,78.0,0.6,51.0,4.0
102,2970529,xizhimenbei_aq,2018-04-23 02:00:00,27.0,,68.0,0.5,39.0,3.0
103,2970530,nansanhuan_aq,2018-04-23 02:00:00,17.0,55.0,59.0,0.5,39.0,2.0
104,2970531,dongsihuan_aq,2018-04-23 02:00:00,14.0,53.0,46.0,0.4,50.0,2.0
105,2970553,dongsi_aq,2018-04-23 03:00:00,13.0,28.0,28.0,0.3,74.0,2.0
106,2970554,tiantan_aq,2018-04-23 03:00:00,21.0,22.0,51.0,0.5,55.0,3.0
107,2970555,guanyuan_aq,2018-04-23 03:00:00,22.0,,30.0,0.4,78.0,2.0
108,2970556,wanshouxigong_aq,2018-04-23 03:00:00,17.0,18.0,29.0,0.5,77.0,2.0
109,2970557,aotizhongxin_aq,2018-04-23 03:00:00,14.0,17.0,21.0,0.4,90.0,2.0
110,2970558,nongzhanguan_aq,2018-04-23 03:00:00,14.0,27.0,27.0,0.5,65.0,2.0
111,2970559,wanliu_aq,2018-04-23 03:00:00,11.0,11.0,31.0,0.4,64.0,2.0
112,2970560,beibuxinqu_aq,2018-04-23 03:00:00,12.0,25.0,17.0,0.4,71.0,2.0
113,2970561,zhiwuyuan_aq,2018-04-23 03:00:00,,,,,,
114,2970562,fengtaihuayuan_aq,2018-04-23 03:00:00,26.0,35.0,44.0,0.5,51.0,2.0
115,2970563,yungang_aq,2018-04-23 03:00:00,18.0,,,,,
116,2970564,gucheng_aq,2018-04-23 03:00:00,19.0,31.0,43.0,0.4,51.0,2.0
117,2970565,fangshan_aq,2018-04-23 03:00:00,19.0,38.0,38.0,0.4,57.0,2.0
118,2970566,daxing_aq,2018-04-23 03:00:00,18.0,31.0,27.0,0.2,65.0,2.0
119,2970567,yizhuang_aq,2018-04-23 03:00:00,12.0,34.0,35.0,0.5,70.0,2.0
120,2970568,tongzhou_aq,2018-04-23 03:00:00,16.0,37.0,31.0,0.4,68.0,2.0
121,2970569,shunyi_aq,2018-04-23 03:00:00,13.0,34.0,10.0,0.6,94.0,4.0
122,2970570,pingchang_aq,2018-04-23 03:00:00,18.0,22.0,10.0,0.3,77.0,2.0
123,2970571,mentougou_aq,2018-04-23 03:00:00,20.0,20.0,21.0,0.3,78.0,2.0
124,2970572,pinggu_aq,2018-04-23 03:00:00,20.0,26.0,16.0,0.6,64.0,6.0
125,2970573,huairou_aq,2018-04-23 03:00:00,9.0,20.0,5.0,0.5,103.0,2.0
126,2970574,miyun_aq,2018-04-23 03:00:00,11.0,19.0,7.0,0.4,100.0,2.0
127,2970575,yanqin_aq,2018-04-23 03:00:00,25.0,49.0,37.0,0.4,40.0,2.0
128,2970576,dingling_aq,2018-04-23 03:00:00,10.0,18.0,8.0,0.3,76.0,2.0
129,2970577,badaling_aq,2018-04-23 03:00:00,30.0,63.0,39.0,0.5,45.0,2.0
130,2970578,miyunshuiku_aq,2018-04-23 03:00:00,8.0,13.0,5.0,0.3,109.0,2.0
131,2970579,donggaocun_aq,2018-04-23 03:00:00,23.0,,2.0,0.3,61.0,2.0
132,2970580,yongledian_aq,2018-04-23 03:00:00,24.0,,33.0,0.5,63.0,2.0
133,2970581,yufa_aq,2018-04-23 03:00:00,22.0,,32.0,0.5,56.0,2.0
134,2970582,liulihe_aq,2018-04-23 03:00:00,22.0,27.0,17.0,0.4,70.0,2.0
135,2970583,qianmen_aq,2018-04-23 03:00:00,10.0,10.0,33.0,0.4,71.0,2.0
136,2970584,yongdingmennei_aq,2018-04-23 03:00:00,14.0,16.0,63.0,0.5,72.0,3.0
137,2970585,xizhimenbei_aq,2018-04-23 03:00:00,18.0,34.0,52.0,0.4,58.0,2.0
138,2970586,nansanhuan_aq,2018-04-23 03:00:00,14.0,71.0,58.0,0.5,48.0,2.0
139,2970587,dongsihuan_aq,2018-04-23 03:00:00,15.0,50.0,47.0,0.5,54.0,3.0
140,2970609,dongsi_aq,2018-04-23 04:00:00,4.0,18.0,19.0,0.3,88.0,2.0
141,2970610,tiantan_aq,2018-04-23 04:00:00,19.0,,39.0,0.5,70.0,3.0
142,2970611,guanyuan_aq,2018-04-23 04:00:00,17.0,32.0,26.0,0.4,86.0,2.0
143,2970612,wanshouxigong_aq,2018-04-23 04:00:00,16.0,38.0,22.0,0.4,91.0,2.0
144,2970613,aotizhongxin_aq,2018-04-23 04:00:00,14.0,19.0,17.0,0.3,96.0,2.0
145,2970614,nongzhanguan_aq,2018-04-23 04:00:00,13.0,15.0,17.0,0.4,80.0,2.0
146,2970615,wanliu_aq,2018-04-23 04:00:00,12.0,29.0,22.0,0.4,77.0,2.0
147,2970616,beibuxinqu_aq,2018-04-23 04:00:00,15.0,27.0,20.0,0.5,68.0,2.0
148,2970617,zhiwuyuan_aq,2018-04-23 04:00:00,,,,,,
149,2970618,fengtaihuayuan_aq,2018-04-23 04:00:00,23.0,32.0,30.0,0.5,74.0,2.0
150,2970619,yungang_aq,2018-04-23 04:00:00,18.0,,34.0,0.3,61.0,2.0
151,2970620,gucheng_aq,2018-04-23 04:00:00,21.0,28.0,32.0,0.4,69.0,2.0
152,2970621,fangshan_aq,2018-04-23 04:00:00,17.0,38.0,38.0,0.4,65.0,2.0
153,2970622,daxing_aq,2018-04-23 04:00:00,26.0,33.0,26.0,0.2,70.0,2.0
154,2970623,yizhuang_aq,2018-04-23 04:00:00,13.0,33.0,30.0,0.4,77.0,2.0
155,2970624,tongzhou_aq,2018-04-23 04:00:00,13.0,26.0,20.0,0.4,85.0,2.0
156,2970625,shunyi_aq,2018-04-23 04:00:00,11.0,,7.0,0.5,106.0,3.0
157,2970626,pingchang_aq,2018-04-23 04:00:00,14.0,19.0,10.0,0.3,77.0,2.0
158,2970627,mentougou_aq,2018-04-23 04:00:00,16.0,18.0,17.0,0.4,83.0,2.0
159,2970628,pinggu_aq,2018-04-23 04:00:00,12.0,,17.0,0.6,71.0,6.0
160,2970629,huairou_aq,2018-04-23 04:00:00,12.0,18.0,5.0,0.5,104.0,2.0
161,2970630,miyun_aq,2018-04-23 04:00:00,10.0,21.0,6.0,0.3,105.0,2.0
162,2970631,yanqin_aq,2018-04-23 04:00:00,24.0,29.0,19.0,0.3,61.0,4.0
163,2970632,dingling_aq,2018-04-23 04:00:00,14.0,16.0,8.0,0.3,81.0,2.0
164,2970633,badaling_aq,2018-04-23 04:00:00,42.0,83.0,35.0,0.8,54.0,5.0
165,2970634,miyunshuiku_aq,2018-04-23 04:00:00,10.0,17.0,5.0,0.3,110.0,2.0
166,2970635,donggaocun_aq,2018-04-23 04:00:00,24.0,,2.0,0.3,69.0,2.0
167,2970636,yongledian_aq,2018-04-23 04:00:00,19.0,27.0,23.0,0.5,78.0,2.0
168,2970637,yufa_aq,2018-04-23 04:00:00,16.0,18.0,24.0,0.4,72.0,2.0
169,2970638,liulihe_aq,2018-04-23 04:00:00,17.0,25.0,19.0,0.4,70.0,2.0
170,2970639,qianmen_aq,2018-04-23 04:00:00,7.0,24.0,24.0,0.4,85.0,2.0
171,2970640,yongdingmennei_aq,2018-04-23 04:00:00,15.0,26.0,52.0,0.5,86.0,4.0
172,2970641,xizhimenbei_aq,2018-04-23 04:00:00,22.0,43.0,39.0,0.5,70.0,2.0
173,2970642,nansanhuan_aq,2018-04-23 04:00:00,12.0,48.0,55.0,0.5,57.0,2.0
174,2970643,dongsihuan_aq,2018-04-23 04:00:00,13.0,58.0,48.0,0.5,57.0,3.0
175,2970684,dongsi_aq,2018-04-23 05:00:00,13.0,21.0,14.0,0.2,99.0,2.0
176,2970685,tiantan_aq,2018-04-23 05:00:00,18.0,30.0,24.0,0.4,87.0,3.0
177,2970686,guanyuan_aq,2018-04-23 05:00:00,19.0,32.0,21.0,0.4,91.0,2.0
178,2970687,wanshouxigong_aq,2018-04-23 05:00:00,18.0,50.0,20.0,0.5,91.0,2.0
179,2970688,aotizhongxin_aq,2018-04-23 05:00:00,15.0,21.0,13.0,0.3,103.0,2.0
180,2970689,nongzhanguan_aq,2018-04-23 05:00:00,18.0,18.0,11.0,0.4,91.0,2.0
181,2970690,wanliu_aq,2018-04-23 05:00:00,10.0,,11.0,0.4,97.0,2.0
182,2970691,beibuxinqu_aq,2018-04-23 05:00:00,15.0,29.0,14.0,0.5,84.0,2.0
183,2970692,zhiwuyuan_aq,2018-04-23 05:00:00,,,,,,
184,2970693,fengtaihuayuan_aq,2018-04-23 05:00:00,28.0,36.0,24.0,0.4,84.0,2.0
185,2970694,yungang_aq,2018-04-23 05:00:00,6.0,14.0,25.0,0.3,90.0,2.0
186,2970695,gucheng_aq,2018-04-23 05:00:00,17.0,,15.0,0.3,96.0,2.0
187,2970696,fangshan_aq,2018-04-23 05:00:00,20.0,34.0,30.0,0.4,81.0,2.0
188,2970697,daxing_aq,2018-04-23 05:00:00,16.0,33.0,14.0,0.1,90.0,2.0
189,2970698,yizhuang_aq,2018-04-23 05:00:00,11.0,20.0,16.0,0.4,101.0,3.0
190,2970699,tongzhou_aq,2018-04-23 05:00:00,10.0,22.0,14.0,0.3,96.0,2.0
191,2970700,shunyi_aq,2018-04-23 05:00:00,11.0,21.0,5.0,0.5,112.0,4.0
192,2970701,pingchang_aq,2018-04-23 05:00:00,12.0,,4.0,0.2,97.0,2.0
193,2970702,mentougou_aq,2018-04-23 05:00:00,,,,,,
194,2970703,pinggu_aq,2018-04-23 05:00:00,14.0,,14.0,0.6,80.0,5.0
195,2970704,huairou_aq,2018-04-23 05:00:00,14.0,20.0,3.0,0.5,112.0,2.0
196,2970705,miyun_aq,2018-04-23 05:00:00,14.0,26.0,4.0,0.3,110.0,2.0
197,2970706,yanqin_aq,2018-04-23 05:00:00,27.0,,15.0,0.4,73.0,6.0
198,2970707,dingling_aq,2018-04-23 05:00:00,15.0,15.0,8.0,0.3,86.0,2.0
199,2970708,badaling_aq,2018-04-23 05:00:00,52.0,75.0,28.0,0.7,64.0,5.0
200,2970709,miyunshuiku_aq,2018-04-23 05:00:00,11.0,24.0,6.0,0.3,114.0,2.0
201,2970710,donggaocun_aq,2018-04-23 05:00:00,23.0,,2.0,0.3,70.0,2.0
202,2970711,yongledian_aq,2018-04-23 05:00:00,15.0,27.0,15.0,0.5,94.0,2.0
203,2970712,yufa_aq,2018-04-23 05:00:00,16.0,36.0,21.0,0.4,82.0,2.0
204,2970713,liulihe_aq,2018-04-23 05:00:00,,18.0,23.0,0.4,62.0,2.0
205,2970714,qianmen_aq,2018-04-23 05:00:00,5.0,30.0,21.0,0.4,90.0,2.0
206,2970715,yongdingmennei_aq,2018-04-23 05:00:00,15.0,29.0,40.0,0.4,97.0,2.0
207,2970716,xizhimenbei_aq,2018-04-23 05:00:00,19.0,27.0,27.0,0.4,81.0,2.0
208,2970717,nansanhuan_aq,2018-04-23 05:00:00,12.0,47.0,35.0,0.4,70.0,2.0
209,2970718,dongsihuan_aq,2018-04-23 05:00:00,11.0,72.0,41.0,0.5,71.0,2.0
210,2970740,dongsi_aq,2018-04-23 06:00:00,13.0,16.0,15.0,0.2,101.0,2.0
211,2970741,tiantan_aq,2018-04-23 06:00:00,11.0,24.0,20.0,0.4,94.0,3.0
212,2970742,guanyuan_aq,2018-04-23 06:00:00,16.0,25.0,15.0,0.4,109.0,2.0
213,2970743,wanshouxigong_aq,2018-04-23 06:00:00,15.0,22.0,17.0,0.4,102.0,2.0
214,2970744,aotizhongxin_aq,2018-04-23 06:00:00,12.0,21.0,11.0,0.3,116.0,2.0
215,2970745,nongzhanguan_aq,2018-04-23 06:00:00,15.0,25.0,10.0,0.4,97.0,2.0
216,2970746,wanliu_aq,2018-04-23 06:00:00,9.0,26.0,9.0,0.4,112.0,2.0
217,2970747,beibuxinqu_aq,2018-04-23 06:00:00,13.0,,10.0,0.5,102.0,2.0
218,2970748,zhiwuyuan_aq,2018-04-23 06:00:00,,,,,,
219,2970749,fengtaihuayuan_aq,2018-04-23 06:00:00,21.0,22.0,18.0,0.4,98.0,2.0
220,2970750,yungang_aq,2018-04-23 06:00:00,6.0,11.0,12.0,0.3,102.0,2.0
221,2970751,gucheng_aq,2018-04-23 06:00:00,14.0,22.0,15.0,0.3,105.0,2.0
222,2970752,fangshan_aq,2018-04-23 06:00:00,14.0,24.0,21.0,0.4,97.0,2.0
223,2970753,daxing_aq,2018-04-23 06:00:00,17.0,29.0,14.0,0.1,90.0,2.0
224,2970754,yizhuang_aq,2018-04-23 06:00:00,10.0,21.0,20.0,0.4,101.0,2.0
225,2970755,tongzhou_aq,2018-04-23 06:00:00,14.0,31.0,12.0,0.3,103.0,2.0
226,2970756,shunyi_aq,2018-04-23 06:00:00,,,,,,
227,2970757,pingchang_aq,2018-04-23 06:00:00,13.0,,3.0,0.2,105.0,2.0
228,2970758,mentougou_aq,2018-04-23 06:00:00,19.0,22.0,18.0,0.5,92.0,3.0
229,2970759,pinggu_aq,2018-04-23 06:00:00,16.0,,10.0,0.6,92.0,5.0
230,2970760,huairou_aq,2018-04-23 06:00:00,14.0,30.0,4.0,0.4,116.0,2.0
231,2970761,miyun_aq,2018-04-23 06:00:00,16.0,24.0,5.0,0.3,116.0,2.0
232,2970762,yanqin_aq,2018-04-23 06:00:00,36.0,53.0,17.0,0.5,77.0,6.0
233,2970763,dingling_aq,2018-04-23 06:00:00,8.0,16.0,8.0,0.3,95.0,2.0
234,2970764,badaling_aq,2018-04-23 06:00:00,42.0,51.0,21.0,0.5,78.0,3.0
235,2970765,miyunshuiku_aq,2018-04-23 06:00:00,11.0,30.0,6.0,0.3,118.0,2.0
236,2970766,donggaocun_aq,2018-04-23 06:00:00,30.0,,2.0,0.3,79.0,4.0
237,2970767,yongledian_aq,2018-04-23 06:00:00,12.0,16.0,11.0,0.5,106.0,2.0
238,2970768,yufa_aq,2018-04-23 06:00:00,13.0,31.0,17.0,0.4,90.0,2.0
239,2970769,liulihe_aq,2018-04-23 06:00:00,,6.0,24.0,0.4,64.0,2.0
240,2970770,qianmen_aq,2018-04-23 06:00:00,10.0,,21.0,0.4,95.0,2.0
241,2970771,yongdingmennei_aq,2018-04-23 06:00:00,10.0,17.0,41.0,0.4,105.0,5.0
242,2970772,xizhimenbei_aq,2018-04-23 06:00:00,26.0,29.0,26.0,0.4,89.0,3.0
243,2970773,nansanhuan_aq,2018-04-23 06:00:00,12.0,54.0,48.0,0.5,67.0,2.0
244,2970774,dongsihuan_aq,2018-04-23 06:00:00,13.0,67.0,44.0,0.4,73.0,2.0
245,2970796,dongsi_aq,2018-04-23 07:00:00,9.0,22.0,15.0,0.2,114.0,2.0
246,2970797,tiantan_aq,2018-04-23 07:00:00,14.0,31.0,21.0,0.4,98.0,4.0
247,2970798,guanyuan_aq,2018-04-23 07:00:00,16.0,17.0,15.0,0.3,119.0,2.0
248,2970799,wanshouxigong_aq,2018-04-23 07:00:00,16.0,28.0,17.0,0.4,111.0,2.0
249,2970800,aotizhongxin_aq,2018-04-23 07:00:00,17.0,23.0,11.0,0.3,122.0,3.0
250,2970801,nongzhanguan_aq,2018-04-23 07:00:00,12.0,34.0,13.0,0.4,100.0,2.0
251,2970802,wanliu_aq,2018-04-23 07:00:00,13.0,,8.0,0.3,122.0,2.0
252,2970803,beibuxinqu_aq,2018-04-23 07:00:00,11.0,30.0,10.0,0.4,112.0,2.0
253,2970804,zhiwuyuan_aq,2018-04-23 07:00:00,,,,,,
254,2970805,fengtaihuayuan_aq,2018-04-23 07:00:00,20.0,25.0,18.0,0.4,107.0,2.0
255,2970806,yungang_aq,2018-04-23 07:00:00,16.0,,16.0,0.3,113.0,2.0
256,2970807,gucheng_aq,2018-04-23 07:00:00,15.0,20.0,14.0,0.3,118.0,2.0
257,2970808,fangshan_aq,2018-04-23 07:00:00,13.0,28.0,20.0,0.4,105.0,2.0
258,2970809,daxing_aq,2018-04-23 07:00:00,14.0,30.0,17.0,0.1,92.0,2.0
259,2970810,yizhuang_aq,2018-04-23 07:00:00,12.0,30.0,21.0,0.4,104.0,3.0
260,2970811,tongzhou_aq,2018-04-23 07:00:00,14.0,31.0,10.0,0.3,113.0,2.0
261,2970812,shunyi_aq,2018-04-23 07:00:00,13.0,32.0,6.0,0.5,125.0,4.0
262,2970813,pingchang_aq,2018-04-23 07:00:00,12.0,21.0,4.0,0.2,113.0,2.0
263,2970814,mentougou_aq,2018-04-23 07:00:00,18.0,39.0,17.0,0.4,108.0,3.0
264,2970815,pinggu_aq,2018-04-23 07:00:00,16.0,18.0,10.0,0.5,105.0,5.0
265,2970816,huairou_aq,2018-04-23 07:00:00,13.0,26.0,5.0,0.4,117.0,2.0
266,2970817,miyun_aq,2018-04-23 07:00:00,14.0,22.0,6.0,0.3,124.0,2.0
267,2970818,yanqin_aq,2018-04-23 07:00:00,32.0,75.0,14.0,0.4,85.0,4.0
268,2970819,dingling_aq,2018-04-23 07:00:00,8.0,19.0,8.0,0.3,97.0,2.0
269,2970820,badaling_aq,2018-04-23 07:00:00,39.0,39.0,19.0,0.4,79.0,2.0
270,2970821,miyunshuiku_aq,2018-04-23 07:00:00,8.0,19.0,6.0,0.3,124.0,2.0
271,2970822,donggaocun_aq,2018-04-23 07:00:00,26.0,,2.0,0.3,101.0,5.0
272,2970823,yongledian_aq,2018-04-23 07:00:00,12.0,22.0,12.0,0.5,103.0,2.0
