,id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
995,2965621,LW2,2018-04-19 04:00:00,40.7,49.3,84.7,,,
996,2965622,GN0,2018-04-19 04:00:00,49.6,52.4,83.4,,,
997,2965623,KF1,2018-04-19 04:00:00,,,,,,
998,2965624,CD9,2018-04-19 04:00:00,,57.7,99.5,,,
999,2965625,CT3,2018-04-19 04:00:00,40.0,52.8,62.4,,,
1000,2965626,CT2,2018-04-19 04:00:00,43.0,,,,,
1001,2965627,BX9,2018-04-19 04:00:00,45.3,,,,,
1002,2965628,BX1,2018-04-19 04:00:00,,47.1,55.8,,,
1003,2965629,TH4,2018-04-19 04:00:00,47.3,64.8,73.2,,,
1004,2965630,ST5,2018-04-19 04:00:00,32.0,52.0,66.6,,,
1005,2965631,RB7,2018-04-19 04:00:00,45.0,48.4,42.3,,,
1006,2965632,TD5,2018-04-19 04:00:00,32.6,,,,,
1007,2965670,CD1,2018-04-19 04:00:00,43.8,55.5,55.2,,,
1008,2965671,BL0,2018-04-19 04:00:00,,,,,,
1009,2965672,GR4,2018-04-19 04:00:00,41.4,54.0,56.5,,,
1010,2965673,MY7,2018-04-19 04:00:00,41.5,57.3,,,,
1011,2965674,HV1,2018-04-19 04:00:00,48.9,55.3,50.3,,,
1012,2965675,GN3,2018-04-19 04:00:00,43.8,60.0,88.0,,,
1013,2965676,GR9,2018-04-19 04:00:00,44.9,63.1,82.0,,,
1014,2965677,LW2,2018-04-19 04:00:00,40.7,49.3,84.7,,,
1015,2965678,GN0,2018-04-19 04:00:00,49.6,52.4,83.4,,,
1016,2965679,KF1,2018-04-19 04:00:00,,,,,,
1017,2965680,CD9,2018-04-19 04:00:00,,57.7,99.5,,,
1018,2965681,CT3,2018-04-19 04:00:00,40.0,52.8,62.4,,,
1019,2965682,CT2,2018-04-19 04:00:00,43.0,,,,,
1020,2965683,BX9,2018-04-19 04:00:00,45.3,,,,,
1021,2965684,BX1,2018-04-19 04:00:00,,47.1,55.8,,,
1022,2965685,TH4,2018-04-19 04:00:00,47.3,64.8,73.2,,,
1023,2965686,ST5,2018-04-19 04:00:00,32.0,52.0,66.6,,,
1024,2965687,RB7,2018-04-19 04:00:00,45.0,48.4,42.3,,,
1025,2965688,TD5,2018-04-19 04:00:00,32.6,,,,,
1026,2965726,CD1,2018-04-19 07:00:00,57.6,83.0,114.1,,,
1027,2965727,BL0,2018-04-19 07:00:00,,76.4,98.7,,,
1028,2965728,GR4,2018-04-19 07:00:00,30.8,52.3,59.6,,,
1029,2965729,MY7,2018-04-19 07:00:00,54.2,86.4,,,,
1030,2965730,HV1,2018-04-19 07:00:00,52.5,70.8,61.3,,,
1031,2965731,GN3,2018-04-19 07:00:00,59.6,86.9,86.9,,,
1032,2965732,GR9,2018-04-19 07:00:00,38.7,58.7,102.9,,,
1033,2965733,LW2,2018-04-19 07:00:00,64.6,91.2,116.6,,,
1034,2965734,GN0,2018-04-19 07:00:00,67.3,85.0,98.7,,,
1035,2965735,KF1,2018-04-19 07:00:00,44.1,69.2,,,,
1036,2965736,CD9,2018-04-19 07:00:00,,,155.6,,,
1037,2965737,CT3,2018-04-19 07:00:00,59.0,85.0,73.0,,,
1038,2965738,CT2,2018-04-19 07:00:00,61.0,,,,,
1039,2965739,BX9,2018-04-19 07:00:00,54.7,,,,,
1040,2965740,BX1,2018-04-19 07:00:00,,57.8,61.2,,,
1041,2965741,TH4,2018-04-19 07:00:00,69.3,128.0,109.3,,,
1042,2965742,ST5,2018-04-19 07:00:00,35.0,58.0,77.6,,,
1043,2965743,RB7,2018-04-19 07:00:00,45.0,60.6,57.0,,,
1044,2965744,TD5,2018-04-19 07:00:00,31.3,,,,,
1045,2965782,CD1,2018-04-19 07:00:00,57.6,83.0,114.1,,,
1046,2965783,BL0,2018-04-19 08:00:00,,81.9,114.9,,,
1047,2965784,GR4,2018-04-19 08:00:00,26.0,44.2,53.2,,,
1048,2965785,MY7,2018-04-19 08:00:00,57.5,84.2,,,,
1049,2965786,HV1,2018-04-19 08:00:00,41.5,62.9,78.5,,,
1050,2965787,GN3,2018-04-19 08:00:00,62.5,106.1,107.2,,,
1051,2965788,GR9,2018-04-19 08:00:00,28.1,39.9,81.7,,,
1052,2965789,LW2,2018-04-19 08:00:00,59.7,82.4,120.7,,,
1053,2965790,GN0,2018-04-19 08:00:00,68.7,106.4,112.8,,,
1054,2965791,KF1,2018-04-19 08:00:00,40.3,66.8,,,,
1055,2965792,CD9,2018-04-19 08:00:00,78.3,104.0,223.9,,,
1056,2965793,CT3,2018-04-19 08:00:00,66.0,91.8,,,,
1057,2965794,CT2,2018-04-19 08:00:00,41.0,,,,,
1058,2965795,BX9,2018-04-19 08:00:00,46.7,,,,,
1059,2965796,BX1,2018-04-19 08:00:00,,59.5,70.8,,,
1060,2965797,TH4,2018-04-19 08:00:00,61.2,103.7,108.6,,,
1061,2965798,ST5,2018-04-19 08:00:00,23.0,59.0,80.6,,,
1062,2965799,RB7,2018-04-19 08:00:00,30.0,50.0,60.1,,,
1063,2965800,TD5,2018-04-19 08:00:00,23.3,,,,,
1064,2965838,CD1,2018-04-19 09:00:00,49.4,78.2,140.7,,,
1065,2965839,BL0,2018-04-19 09:00:00,,61.5,,,,
1066,2965840,GR4,2018-04-19 09:00:00,18.9,33.3,38.2,,,
1067,2965841,MY7,2018-04-19 09:00:00,46.2,76.5,,,,
1068,2965842,HV1,2018-04-19 09:00:00,27.0,46.6,73.6,,,
1069,2965843,GN3,2018-04-19 09:00:00,51.8,98.2,97.7,,,
1070,2965844,GR9,2018-04-19 09:00:00,22.5,35.8,74.7,,,
1071,2965845,LW2,2018-04-19 09:00:00,52.8,74.1,131.3,,,
1072,2965846,GN0,2018-04-19 09:00:00,53.3,82.2,101.9,,,
1073,2965847,KF1,2018-04-19 09:00:00,27.2,49.8,,,,
1074,2965848,CD9,2018-04-19 09:00:00,,,206.4,,,
1075,2965849,CT3,2018-04-19 09:00:00,62.0,64.6,,,,
1076,2965850,CT2,2018-04-19 09:00:00,37.0,,,,,
1077,2965851,BX9,2018-04-19 09:00:00,36.6,,,,,
1078,2965852,BX1,2018-04-19 09:00:00,,55.3,67.7,,,
1079,2965853,TH4,2018-04-19 09:00:00,39.6,81.2,99.0,,,
1080,2965854,ST5,2018-04-19 09:00:00,20.0,47.0,67.0,,,
1081,2965855,RB7,2018-04-19 09:00:00,26.0,45.6,64.1,,,
1082,2965856,TD5,2018-04-19 09:00:00,22.6,,,,,
1083,2965894,CD1,2018-04-19 10:00:00,38.5,64.6,132.5,,,
1084,2965895,BL0,2018-04-19 10:00:00,,59.2,116.9,,,
1085,2965896,GR4,2018-04-19 10:00:00,14.3,24.2,20.3,,,
1086,2965897,MY7,2018-04-19 10:00:00,36.1,138.2,,,,
1087,2965898,HV1,2018-04-19 10:00:00,20.4,45.1,56.5,,,
1088,2965899,GN3,2018-04-19 10:00:00,34.5,66.3,80.3,,,
1089,2965900,GR9,2018-04-19 10:00:00,18.3,29.6,58.8,,,
1090,2965901,LW2,2018-04-19 10:00:00,38.0,65.2,126.5,,,
1091,2965902,GN0,2018-04-19 10:00:00,33.8,53.5,99.0,,,
1092,2965903,KF1,2018-04-19 10:00:00,,,,,,
1093,2965904,CD9,2018-04-19 10:00:00,,77.6,199.7,,,
1094,2965905,CT3,2018-04-19 10:00:00,39.0,,,,,
1095,2965906,CT2,2018-04-19 10:00:00,34.0,,,,,
1096,2965907,BX9,2018-04-19 10:00:00,24.7,,,,,
1097,2965908,BX1,2018-04-19 10:00:00,,40.8,54.0,,,
1098,2965909,TH4,2018-04-19 10:00:00,35.0,56.0,90.2,,,
1099,2965910,ST5,2018-04-19 10:00:00,12.0,33.0,52.3,,,
1100,2965911,RB7,2018-04-19 10:00:00,24.0,35.2,57.3,,,
1101,2965912,TD5,2018-04-19 10:00:00,19.4,,,,,
1102,2965950,CD1,2018-04-19 11:00:00,23.0,44.5,92.0,,,
1103,2965951,BL0,2018-04-19 11:00:00,16.8,35.2,67.3,,,
1104,2965952,GR4,2018-04-19 11:00:00,11.5,23.4,13.8,,,
1105,2965953,MY7,2018-04-19 11:00:00,0.0,0.0,,,,
1106,2965954,HV1,2018-04-19 11:00:00,23.4,48.9,56.3,,,
1107,2965955,GN3,2018-04-19 11:00:00,17.1,32.6,52.0,,,
1108,2965956,GR9,2018-04-19 11:00:00,14.1,24.7,60.7,,,
1109,2965957,LW2,2018-04-19 11:00:00,29.1,41.0,97.9,,,
1110,2965958,GN0,2018-04-19 11:00:00,18.5,33.2,69.8,,,
1111,2965959,KF1,2018-04-19 11:00:00,,,,,,
1112,2965960,CD9,2018-04-19 11:00:00,,,192.9,,,
1113,2965961,CT3,2018-04-19 11:00:00,37.0,41.8,49.6,,,
1114,2965962,CT2,2018-04-19 11:00:00,24.0,,,,,
1115,2965963,BX9,2018-04-19 11:00:00,15.0,,,,,
1116,2965964,BX1,2018-04-19 11:00:00,,34.1,19.3,,,
1117,2965965,TH4,2018-04-19 11:00:00,19.5,38.6,60.1,,,
1118,2965966,ST5,2018-04-19 11:00:00,10.0,45.0,28.1,,,
1119,2965967,RB7,2018-04-19 11:00:00,18.0,25.8,35.8,,,
1120,2965968,TD5,2018-04-19 11:00:00,13.1,,,,,
0,2962776,dongsi_aq,2018-04-17 00:00:00,77.0,213.0,57.0,0.7,43.0,8.0
1,2962777,tiantan_aq,2018-04-17 00:00:00,67.0,193.0,54.0,0.7,40.0,2.0
2,2962778,guanyuan_aq,2018-04-17 00:00:00,63.0,202.0,36.0,0.6,74.0,8.0
3,2962779,wanshouxigong_aq,2018-04-17 00:00:00,74.0,221.0,60.0,0.7,30.0,5.0
4,2962780,aotizhongxin_aq,2018-04-17 00:00:00,75.0,199.0,44.0,0.6,60.0,7.0
5,2962781,nongzhanguan_aq,2018-04-17 00:00:00,69.0,207.0,54.0,0.7,39.0,7.0
6,2962782,wanliu_aq,2018-04-17 00:00:00,70.0,195.0,56.0,1.0,45.0,8.0
7,2962783,beibuxinqu_aq,2018-04-17 00:00:00,106.0,306.0,80.0,1.0,5.0,3.0
8,2962784,zhiwuyuan_aq,2018-04-17 00:00:00,,,,,,
9,2962785,fengtaihuayuan_aq,2018-04-17 00:00:00,77.0,201.0,42.0,0.6,53.0,5.0
10,2962786,yungang_aq,2018-04-17 00:00:00,81.0,208.0,43.0,0.6,51.0,7.0
11,2962787,gucheng_aq,2018-04-17 00:00:00,80.0,214.0,65.0,0.6,38.0,3.0
12,2962788,fangshan_aq,2018-04-17 00:00:00,76.0,224.0,42.0,0.5,64.0,4.0
13,2962789,daxing_aq,2018-04-17 00:00:00,67.0,201.0,48.0,0.8,36.0,4.0
14,2962790,yizhuang_aq,2018-04-17 00:00:00,59.0,167.0,45.0,0.9,58.0,4.0
15,2962791,tongzhou_aq,2018-04-17 00:00:00,77.0,212.0,43.0,0.8,59.0,8.0
16,2962792,shunyi_aq,2018-04-17 00:00:00,84.0,225.0,51.0,1.1,50.0,8.0
17,2962793,pingchang_aq,2018-04-17 00:00:00,79.0,214.0,50.0,0.6,38.0,4.0
18,2962794,mentougou_aq,2018-04-17 00:00:00,98.0,216.0,68.0,0.8,23.0,4.0
19,2962795,pinggu_aq,2018-04-17 00:00:00,63.0,180.0,38.0,0.8,72.0,7.0
20,2962796,huairou_aq,2018-04-17 00:00:00,80.0,201.0,53.0,0.9,42.0,3.0
21,2962797,miyun_aq,2018-04-17 00:00:00,77.0,205.0,36.0,0.8,84.0,5.0
22,2962798,yanqin_aq,2018-04-17 00:00:00,107.0,269.0,49.0,0.7,45.0,7.0
23,2962799,dingling_aq,2018-04-17 00:00:00,98.0,208.0,37.0,0.6,49.0,4.0
24,2962800,badaling_aq,2018-04-17 00:00:00,145.0,286.0,97.0,0.8,18.0,4.0
25,2962801,miyunshuiku_aq,2018-04-17 00:00:00,79.0,196.0,25.0,0.7,80.0,7.0
26,2962802,donggaocun_aq,2018-04-17 00:00:00,59.0,169.0,35.0,0.6,84.0,13.0
27,2962803,yongledian_aq,2018-04-17 00:00:00,76.0,208.0,43.0,0.8,83.0,10.0
28,2962804,yufa_aq,2018-04-17 00:00:00,73.0,193.0,32.0,0.5,69.0,9.0
29,2962805,liulihe_aq,2018-04-17 00:00:00,100.0,299.0,45.0,0.5,30.0,25.0
30,2962806,qianmen_aq,2018-04-17 00:00:00,172.0,209.0,75.0,0.7,25.0,8.0
31,2962807,yongdingmennei_aq,2018-04-17 00:00:00,71.0,204.0,103.0,0.9,35.0,10.0
32,2962808,xizhimenbei_aq,2018-04-17 00:00:00,,,,,,
33,2962809,nansanhuan_aq,2018-04-17 00:00:00,85.0,249.0,100.0,0.9,,10.0
34,2962810,dongsihuan_aq,2018-04-17 00:00:00,73.0,218.0,74.0,0.6,30.0,8.0
35,2962832,dongsi_aq,2018-04-17 01:00:00,88.0,211.0,50.0,0.7,54.0,10.0
36,2962833,tiantan_aq,2018-04-17 01:00:00,64.0,188.0,52.0,0.7,50.0,2.0
37,2962834,guanyuan_aq,2018-04-17 01:00:00,72.0,204.0,38.0,0.6,75.0,11.0
38,2962835,wanshouxigong_aq,2018-04-17 01:00:00,78.0,234.0,46.0,0.6,56.0,8.0
39,2962836,aotizhongxin_aq,2018-04-17 01:00:00,83.0,200.0,36.0,0.6,71.0,9.0
40,2962837,nongzhanguan_aq,2018-04-17 01:00:00,76.0,203.0,46.0,0.7,51.0,8.0
41,2962838,wanliu_aq,2018-04-17 01:00:00,86.0,211.0,46.0,0.9,60.0,11.0
42,2962839,beibuxinqu_aq,2018-04-17 01:00:00,104.0,281.0,83.0,1.0,20.0,5.0
43,2962840,zhiwuyuan_aq,2018-04-17 01:00:00,,,,,,
44,2962841,fengtaihuayuan_aq,2018-04-17 01:00:00,79.0,202.0,35.0,0.6,63.0,6.0
45,2962842,yungang_aq,2018-04-17 01:00:00,87.0,214.0,35.0,0.6,66.0,13.0
46,2962843,gucheng_aq,2018-04-17 01:00:00,90.0,207.0,48.0,0.6,59.0,6.0
47,2962844,fangshan_aq,2018-04-17 01:00:00,85.0,229.0,37.0,0.5,75.0,7.0
48,2962845,daxing_aq,2018-04-17 01:00:00,62.0,207.0,28.0,0.7,65.0,9.0
49,2962846,yizhuang_aq,2018-04-17 01:00:00,58.0,184.0,37.0,0.8,70.0,7.0
50,2962847,tongzhou_aq,2018-04-17 01:00:00,78.0,210.0,32.0,0.7,76.0,11.0
51,2962848,shunyi_aq,2018-04-17 01:00:00,81.0,214.0,43.0,1.0,68.0,11.0
52,2962849,pingchang_aq,2018-04-17 01:00:00,89.0,217.0,46.0,0.6,51.0,6.0
53,2962850,mentougou_aq,2018-04-17 01:00:00,94.0,241.0,65.0,0.7,40.0,8.0
54,2962851,pinggu_aq,2018-04-17 01:00:00,60.0,171.0,30.0,0.7,90.0,6.0
55,2962852,huairou_aq,2018-04-17 01:00:00,80.0,212.0,48.0,0.9,57.0,5.0
56,2962853,miyun_aq,2018-04-17 01:00:00,200.0,,27.0,0.7,96.0,8.0
57,2962854,yanqin_aq,2018-04-17 01:00:00,106.0,249.0,32.0,0.7,70.0,8.0
58,2962855,dingling_aq,2018-04-17 01:00:00,116.0,220.0,41.0,0.6,77.0,7.0
59,2962856,badaling_aq,2018-04-17 01:00:00,159.0,274.0,57.0,0.7,59.0,5.0
60,2962857,miyunshuiku_aq,2018-04-17 01:00:00,76.0,202.0,23.0,0.7,90.0,8.0
61,2962858,donggaocun_aq,2018-04-17 01:00:00,65.0,171.0,37.0,0.5,84.0,14.0
62,2962859,yongledian_aq,2018-04-17 01:00:00,73.0,208.0,32.0,0.7,103.0,11.0
63,2962860,yufa_aq,2018-04-17 01:00:00,113.0,206.0,26.0,0.5,78.0,11.0
64,2962861,liulihe_aq,2018-04-17 01:00:00,91.0,238.0,31.0,0.5,54.0,33.0
65,2962862,qianmen_aq,2018-04-17 01:00:00,218.0,223.0,72.0,0.7,35.0,11.0
66,2962863,yongdingmennei_aq,2018-04-17 01:00:00,77.0,200.0,86.0,0.7,52.0,16.0
67,2962864,xizhimenbei_aq,2018-04-17 01:00:00,,,,,,
68,2962865,nansanhuan_aq,2018-04-17 01:00:00,80.0,237.0,83.0,0.8,,10.0
69,2962866,dongsihuan_aq,2018-04-17 01:00:00,76.0,206.0,53.0,0.6,51.0,10.0
70,2962888,dongsi_aq,2018-04-17 02:00:00,100.0,223.0,47.0,0.7,65.0,11.0
71,2962889,tiantan_aq,2018-04-17 02:00:00,69.0,193.0,42.0,0.7,68.0,2.0
72,2962890,guanyuan_aq,2018-04-17 02:00:00,80.0,219.0,37.0,0.6,85.0,13.0
73,2962891,wanshouxigong_aq,2018-04-17 02:00:00,84.0,221.0,37.0,0.6,73.0,10.0
74,2962892,aotizhongxin_aq,2018-04-17 02:00:00,97.0,202.0,33.0,0.6,83.0,11.0
75,2962893,nongzhanguan_aq,2018-04-17 02:00:00,90.0,218.0,49.0,0.8,55.0,9.0
76,2962894,wanliu_aq,2018-04-17 02:00:00,94.0,215.0,43.0,0.9,72.0,14.0
77,2962895,beibuxinqu_aq,2018-04-17 02:00:00,113.0,296.0,82.0,0.9,31.0,7.0
78,2962896,zhiwuyuan_aq,2018-04-17 02:00:00,,,,,,
79,2962897,fengtaihuayuan_aq,2018-04-17 02:00:00,,217.0,32.0,0.6,76.0,10.0
80,2962898,yungang_aq,2018-04-17 02:00:00,92.0,224.0,33.0,0.6,78.0,16.0
81,2962899,gucheng_aq,2018-04-17 02:00:00,96.0,216.0,45.0,0.6,72.0,9.0
82,2962900,fangshan_aq,2018-04-17 02:00:00,180.0,235.0,36.0,0.5,84.0,11.0
83,2962901,daxing_aq,2018-04-17 02:00:00,66.0,217.0,22.0,0.6,76.0,13.0
84,2962902,yizhuang_aq,2018-04-17 02:00:00,63.0,193.0,34.0,0.7,78.0,10.0
85,2962903,tongzhou_aq,2018-04-17 02:00:00,93.0,218.0,29.0,0.7,84.0,13.0
86,2962904,shunyi_aq,2018-04-17 02:00:00,78.0,209.0,34.0,1.0,86.0,13.0
87,2962905,pingchang_aq,2018-04-17 02:00:00,90.0,185.0,39.0,0.6,68.0,7.0
88,2962906,mentougou_aq,2018-04-17 02:00:00,100.0,240.0,52.0,0.7,64.0,12.0
89,2962907,pinggu_aq,2018-04-17 02:00:00,77.0,177.0,29.0,0.7,95.0,6.0
90,2962908,huairou_aq,2018-04-17 02:00:00,80.0,210.0,41.0,0.8,73.0,7.0
91,2962909,miyun_aq,2018-04-17 02:00:00,93.0,195.0,27.0,0.7,100.0,10.0
92,2962910,yanqin_aq,2018-04-17 02:00:00,110.0,236.0,24.0,0.7,93.0,9.0
93,2962911,dingling_aq,2018-04-17 02:00:00,127.0,231.0,47.0,0.6,84.0,8.0
94,2962912,badaling_aq,2018-04-17 02:00:00,130.0,275.0,35.0,0.6,90.0,6.0
95,2962913,miyunshuiku_aq,2018-04-17 02:00:00,81.0,199.0,23.0,0.6,95.0,9.0
96,2962914,donggaocun_aq,2018-04-17 02:00:00,64.0,178.0,37.0,0.6,91.0,14.0
97,2962915,yongledian_aq,2018-04-17 02:00:00,80.0,224.0,31.0,0.9,108.0,13.0
98,2962916,yufa_aq,2018-04-17 02:00:00,88.0,220.0,23.0,0.6,85.0,14.0
99,2962917,liulihe_aq,2018-04-17 02:00:00,97.0,252.0,32.0,0.5,61.0,32.0
100,2962918,qianmen_aq,2018-04-17 02:00:00,154.0,234.0,63.0,0.6,54.0,14.0
101,2962919,yongdingmennei_aq,2018-04-17 02:00:00,72.0,194.0,70.0,0.7,76.0,21.0
102,2962920,xizhimenbei_aq,2018-04-17 02:00:00,95.0,217.0,56.0,0.6,53.0,13.0
103,2962921,nansanhuan_aq,2018-04-17 02:00:00,79.0,219.0,66.0,0.7,,12.0
104,2962922,dongsihuan_aq,2018-04-17 02:00:00,85.0,207.0,64.0,0.7,49.0,12.0
105,2962944,dongsi_aq,2018-04-17 03:00:00,106.0,209.0,39.0,0.7,86.0,13.0
106,2962945,tiantan_aq,2018-04-17 03:00:00,68.0,191.0,33.0,0.7,88.0,2.0
107,2962946,guanyuan_aq,2018-04-17 03:00:00,83.0,219.0,34.0,0.6,102.0,13.0
108,2962947,wanshouxigong_aq,2018-04-17 03:00:00,99.0,221.0,35.0,0.6,86.0,11.0
109,2962948,aotizhongxin_aq,2018-04-17 03:00:00,98.0,206.0,39.0,0.6,83.0,10.0
110,2962949,nongzhanguan_aq,2018-04-17 03:00:00,104.0,223.0,45.0,0.7,67.0,10.0
111,2962950,wanliu_aq,2018-04-17 03:00:00,102.0,205.0,37.0,0.9,92.0,13.0
112,2962951,beibuxinqu_aq,2018-04-17 03:00:00,123.0,312.0,75.0,0.9,51.0,9.0
113,2962952,zhiwuyuan_aq,2018-04-17 03:00:00,,,,,,
114,2962953,fengtaihuayuan_aq,2018-04-17 03:00:00,,216.0,28.0,0.6,91.0,12.0
115,2962954,yungang_aq,2018-04-17 03:00:00,102.0,226.0,31.0,0.6,95.0,16.0
116,2962955,gucheng_aq,2018-04-17 03:00:00,100.0,214.0,42.0,0.7,88.0,11.0
117,2962956,fangshan_aq,2018-04-17 03:00:00,84.0,240.0,30.0,0.5,103.0,14.0
118,2962957,daxing_aq,2018-04-17 03:00:00,76.0,232.0,25.0,0.7,81.0,15.0
119,2962958,yizhuang_aq,2018-04-17 03:00:00,139.0,194.0,36.0,0.7,87.0,14.0
120,2962959,tongzhou_aq,2018-04-17 03:00:00,91.0,229.0,25.0,0.7,96.0,14.0
121,2962960,shunyi_aq,2018-04-17 03:00:00,85.0,205.0,29.0,1.0,101.0,14.0
122,2962961,pingchang_aq,2018-04-17 03:00:00,103.0,222.0,43.0,0.6,73.0,8.0
123,2962962,mentougou_aq,2018-04-17 03:00:00,104.0,238.0,48.0,0.7,82.0,13.0
124,2962963,pinggu_aq,2018-04-17 03:00:00,79.0,183.0,26.0,0.7,106.0,7.0
125,2962964,huairou_aq,2018-04-17 03:00:00,87.0,225.0,37.0,0.8,86.0,8.0
126,2962965,miyun_aq,2018-04-17 03:00:00,87.0,200.0,26.0,0.7,110.0,10.0
127,2962966,yanqin_aq,2018-04-17 03:00:00,113.0,226.0,23.0,0.6,104.0,9.0
128,2962967,dingling_aq,2018-04-17 03:00:00,136.0,233.0,53.0,0.7,93.0,9.0
129,2962968,badaling_aq,2018-04-17 03:00:00,109.0,281.0,40.0,0.6,92.0,6.0
130,2962969,miyunshuiku_aq,2018-04-17 03:00:00,82.0,207.0,22.0,0.7,103.0,10.0
131,2962970,donggaocun_aq,2018-04-17 03:00:00,74.0,181.0,32.0,0.6,106.0,15.0
132,2962971,yongledian_aq,2018-04-17 03:00:00,84.0,229.0,30.0,1.0,117.0,15.0
133,2962972,yufa_aq,2018-04-17 03:00:00,101.0,239.0,20.0,0.7,98.0,18.0
134,2962973,liulihe_aq,2018-04-17 03:00:00,106.0,264.0,28.0,0.5,76.0,19.0
135,2962974,qianmen_aq,2018-04-17 03:00:00,155.0,216.0,50.0,0.6,76.0,15.0
136,2962975,yongdingmennei_aq,2018-04-17 03:00:00,89.0,195.0,67.0,0.8,90.0,23.0
137,2962976,xizhimenbei_aq,2018-04-17 03:00:00,100.0,213.0,49.0,0.6,71.0,18.0
138,2962977,nansanhuan_aq,2018-04-17 03:00:00,82.0,220.0,71.0,0.7,,13.0
139,2962978,dongsihuan_aq,2018-04-17 03:00:00,,,,,,
140,2963000,dongsi_aq,2018-04-17 04:00:00,115.0,207.0,33.0,0.8,106.0,15.0
141,2963001,tiantan_aq,2018-04-17 04:00:00,80.0,200.0,31.0,0.7,98.0,4.0
142,2963002,guanyuan_aq,2018-04-17 04:00:00,87.0,220.0,35.0,0.6,113.0,13.0
143,2963003,wanshouxigong_aq,2018-04-17 04:00:00,102.0,229.0,32.0,0.7,100.0,13.0
144,2963004,aotizhongxin_aq,2018-04-17 04:00:00,100.0,202.0,38.0,0.6,99.0,11.0
145,2963005,nongzhanguan_aq,2018-04-17 04:00:00,109.0,228.0,35.0,0.7,88.0,12.0
146,2963006,wanliu_aq,2018-04-17 04:00:00,98.0,204.0,33.0,0.8,112.0,14.0
147,2963007,beibuxinqu_aq,2018-04-17 04:00:00,125.0,289.0,51.0,0.9,85.0,11.0
148,2963008,zhiwuyuan_aq,2018-04-17 04:00:00,,,,,,
149,2963009,fengtaihuayuan_aq,2018-04-17 04:00:00,,232.0,28.0,0.7,103.0,12.0
150,2963010,yungang_aq,2018-04-17 04:00:00,99.0,224.0,24.0,0.6,117.0,16.0
151,2963011,gucheng_aq,2018-04-17 04:00:00,97.0,211.0,27.0,0.6,121.0,13.0
152,2963012,fangshan_aq,2018-04-17 04:00:00,88.0,246.0,25.0,0.5,126.0,15.0
153,2963013,daxing_aq,2018-04-17 04:00:00,88.0,223.0,22.0,0.8,93.0,16.0
154,2963014,yizhuang_aq,2018-04-17 04:00:00,115.0,210.0,29.0,0.8,102.0,18.0
155,2963015,tongzhou_aq,2018-04-17 04:00:00,97.0,227.0,22.0,0.7,110.0,17.0
156,2963016,shunyi_aq,2018-04-17 04:00:00,85.0,209.0,29.0,1.1,111.0,16.0
157,2963017,pingchang_aq,2018-04-17 04:00:00,108.0,231.0,38.0,0.6,91.0,9.0
158,2963018,mentougou_aq,2018-04-17 04:00:00,106.0,233.0,40.0,0.7,105.0,14.0
159,2963019,pinggu_aq,2018-04-17 04:00:00,86.0,187.0,23.0,0.8,123.0,7.0
160,2963020,huairou_aq,2018-04-17 04:00:00,87.0,216.0,34.0,0.8,101.0,9.0
161,2963021,miyun_aq,2018-04-17 04:00:00,98.0,200.0,27.0,0.8,119.0,11.0
162,2963022,yanqin_aq,2018-04-17 04:00:00,108.0,221.0,25.0,0.6,108.0,9.0
163,2963023,dingling_aq,2018-04-17 04:00:00,140.0,239.0,56.0,0.7,108.0,10.0
164,2963024,badaling_aq,2018-04-17 04:00:00,157.0,270.0,42.0,0.6,101.0,6.0
165,2963025,miyunshuiku_aq,2018-04-17 04:00:00,85.0,207.0,23.0,0.7,110.0,11.0
166,2963026,donggaocun_aq,2018-04-17 04:00:00,,188.0,,0.7,105.0,16.0
167,2963027,yongledian_aq,2018-04-17 04:00:00,95.0,240.0,28.0,1.1,138.0,17.0
168,2963028,yufa_aq,2018-04-17 04:00:00,107.0,242.0,20.0,0.8,110.0,21.0
169,2963029,liulihe_aq,2018-04-17 04:00:00,108.0,256.0,24.0,0.5,98.0,16.0
170,2963030,qianmen_aq,2018-04-17 04:00:00,148.0,223.0,45.0,0.7,90.0,17.0
171,2963031,yongdingmennei_aq,2018-04-17 04:00:00,96.0,208.0,58.0,0.8,109.0,26.0
172,2963032,xizhimenbei_aq,2018-04-17 04:00:00,105.0,216.0,51.0,0.7,79.0,20.0
173,2963033,nansanhuan_aq,2018-04-17 04:00:00,93.0,218.0,66.0,0.7,,15.0
174,2963034,dongsihuan_aq,2018-04-17 04:00:00,,346.0,59.0,0.7,68.0,
175,2963056,dongsi_aq,2018-04-17 05:00:00,121.0,233.0,29.0,0.8,125.0,17.0
176,2963057,tiantan_aq,2018-04-17 05:00:00,87.0,207.0,28.0,0.8,114.0,8.0
177,2963058,guanyuan_aq,2018-04-17 05:00:00,99.0,220.0,34.0,0.6,131.0,14.0
178,2963059,wanshouxigong_aq,2018-04-17 05:00:00,108.0,237.0,31.0,0.8,117.0,14.0
179,2963060,aotizhongxin_aq,2018-04-17 05:00:00,108.0,209.0,32.0,0.6,119.0,13.0
180,2963061,nongzhanguan_aq,2018-04-17 05:00:00,118.0,226.0,29.0,0.7,107.0,15.0
181,2963062,wanliu_aq,2018-04-17 05:00:00,105.0,203.0,32.0,0.9,127.0,14.0
